chrom	window_start	window_end	cMperMb	n_EUR	mean_2pq_EUR	n_AFR	mean_2pq_AFR	n_EAS	mean_2pq_EAS	n_SAS	mean_2pq_SAS	n_AMR	mean_2pq_AMR
chr4	52000000	53000000	0.4116	6795	0.08796	13707	0.07278	6176	0.09946	7760	0.08563	8902	0.07106
chr4	53000000	54000000	0.8297	7171	0.11326	12808	0.08493	6187	0.13066	7621	0.11231	9295	0.08861
chr4	54000000	55000000	1.1447	6703	0.11636	13142	0.08280	5851	0.11267	7016	0.11431	8981	0.08908
chr4	55000000	56000000	1.5154	7145	0.12359	13048	0.08395	6085	0.11123	7893	0.10264	9253	0.09493
chr4	56000000	57000000	1.4857	7273	0.13163	13599	0.08937	6965	0.14825	8606	0.12486	9678	0.10875
chr4	57000000	58000000	1.2055	8315	0.12677	16352	0.09210	7925	0.14030	10042	0.10716	11851	0.09960
chr4	58000000	59000000	0.7352	8209	0.13838	14836	0.09370	7575	0.14293	8947	0.12764	11355	0.10412
chr4	59000000	60000000	0.4795	8605	0.12819	15956	0.09413	7753	0.13870	9327	0.12361	12339	0.08995
chr4	60000000	61000000	0.6977	8810	0.09131	14440	0.09266	8344	0.13224	9756	0.11318	10690	0.08232
chr4	61000000	62000000	0.7181	6720	0.10740	11891	0.08319	6050	0.11712	7269	0.10578	8551	0.08805
chr4	62000000	63000000	0.7479	8001	0.11119	15048	0.08243	6851	0.11082	8221	0.11735	10101	0.08675
chr4	63000000	64000000	0.5035	8202	0.12218	16033	0.08600	7917	0.11871	8874	0.11626	11205	0.09449
chr4	64000000	65000000	0.4787	7335	0.13234	14940	0.08933	6749	0.14251	8288	0.12305	9918	0.10051
chr4	65000000	66000000	0.5409	8414	0.12286	14806	0.08327	7294	0.12813	8870	0.11892	10722	0.09993
chr4	66000000	67000000	0.6623	6802	0.11355	13561	0.09022	6004	0.11028	7826	0.10073	9897	0.08012
chr4	67000000	68000000	0.6609	6524	0.13309	12656	0.08279	6176	0.12503	7531	0.11144	8662	0.10136
chr4	68000000	69000000	0.6345	7305	0.12347	12782	0.10365	6296	0.13773	7743	0.11198	9356	0.11485
chr4	69000000	70000000	0.6405	8031	0.16253	15026	0.09550	7423	0.15652	8915	0.14845	11160	0.11731
chr4	70000000	71000000	0.7247	7237	0.11410	14102	0.08612	6453	0.13369	8526	0.10560	10840	0.08116
chr4	71000000	72000000	0.7877	6518	0.09755	12994	0.08494	6222	0.11873	8441	0.09546	9665	0.08146
chr4	72000000	73000000	0.7078	7460	0.10566	13994	0.10217	6005	0.16218	8254	0.10365	10924	0.08496
chr4	73000000	74000000	0.8766	5274	0.08289	10957	0.06826	5147	0.09086	6738	0.07932	7710	0.06491
chr4	74000000	75000000	0.8538	6212	0.10671	12070	0.08345	5806	0.10358	7374	0.10360	8712	0.08215
chr4	75000000	76000000	1.1269	7404	0.12738	13577	0.09011	7020	0.11172	8301	0.10857	9703	0.09725
chr4	76000000	77000000	0.9388	6933	0.14827	12635	0.10692	6521	0.14896	7756	0.13753	9197	0.11430
chr4	77000000	78000000	0.9432	6674	0.11660	12967	0.09289	6489	0.13744	7442	0.11596	8981	0.09341
chr4	78000000	79000000	0.7070	6759	0.12323	12264	0.10167	5916	0.13167	7627	0.10853	9066	0.09873
chr4	79000000	80000000	0.7891	5935	0.12116	10960	0.09489	4986	0.11395	6461	0.10246	7837	0.09516
chr4	80000000	81000000	0.9391	6824	0.06874	12095	0.07447	5193	0.10048	7460	0.08445	8842	0.06092
chr4	81000000	82000000	1.1610	6620	0.11252	11838	0.09601	5695	0.13443	7057	0.11635	8394	0.09591
chr4	82000000	83000000	1.4006	7202	0.11967	12258	0.08831	5973	0.13130	7610	0.10985	8900	0.09138
chr4	83000000	84000000	1.2735	7158	0.11270	12926	0.09451	5899	0.11867	6749	0.11902	9119	0.09107
chr4	84000000	85000000	1.1977	5813	0.08825	11251	0.07730	5240	0.09606	6065	0.09398	7693	0.07507
chr4	85000000	86000000	0.7849	7034	0.13011	12977	0.10543	6293	0.12510	7137	0.14509	9865	0.10475
chr4	86000000	87000000	0.7566	6260	0.09175	11027	0.07513	5598	0.07739	6750	0.06880	7912	0.06826
chr4	87000000	88000000	0.8678	7228	0.13559	12935	0.09691	6695	0.14066	8319	0.11579	9378	0.10692
chr4	88000000	89000000	1.1408	6064	0.10377	11330	0.07299	5235	0.12701	6776	0.10410	7443	0.08772
chr4	89000000	90000000	1.0986	6965	0.12125	12636	0.08889	6120	0.12666	7993	0.10860	9143	0.09774
chr4	90000000	91000000	0.7847	7279	0.11414	12284	0.08921	6740	0.12613	8252	0.10647	9224	0.09471
chr4	91000000	92000000	0.4176	7514	0.09914	13037	0.07995	6436	0.09484	8258	0.09472	9124	0.08447
chr4	92000000	93000000	0.5519	6288	0.06482	12178	0.05380	5639	0.08999	6756	0.07572	8178	0.05348
chr4	93000000	94000000	0.6704	6733	0.10916	11779	0.08210	5622	0.11530	7330	0.10486	8382	0.08468
chr4	94000000	95000000	1.1026	7139	0.13240	12419	0.09261	6469	0.12772	7957	0.11054	9494	0.09820
chr4	95000000	96000000	0.9058	8010	0.12096	14026	0.09247	7042	0.12652	8783	0.11895	10040	0.10219
chr4	96000000	97000000	0.6743	6887	0.11409	11609	0.08350	5191	0.11577	7534	0.10667	8388	0.09687
chr4	97000000	98000000	0.4559	7549	0.08734	12152	0.08526	5303	0.12940	7656	0.09852	9457	0.07079
chr4	98000000	99000000	0.5067	7146	0.12432	11939	0.10556	5215	0.15068	7538	0.12072	9204	0.10589
chr4	99000000	100000000	0.7485	6702	0.12280	11092	0.08168	4552	0.12110	7242	0.09898	8329	0.09365
chr4	100000000	101000000	0.7121	7075	0.12246	12257	0.08662	5309	0.12315	7586	0.11263	9107	0.09320
chr4	101000000	102000000	0.7454	6633	0.10993	12179	0.09024	5995	0.13370	7207	0.10941	8877	0.09509
chr4	102000000	103000000	0.6856	6945	0.12142	11483	0.08310	5216	0.14524	7239	0.11030	8346	0.10195
chr4	103000000	104000000	0.6442	7386	0.10054	13271	0.08160	5902	0.12694	7797	0.10753	9098	0.08577
chr4	104000000	105000000	0.6575	5788	0.10520	11336	0.06914	4864	0.09528	6494	0.09543	7798	0.08083
chr4	105000000	106000000	0.5616	6647	0.09477	11412	0.07385	4996	0.09770	7542	0.07644	8705	0.07708
chr4	106000000	107000000	0.6562	6059	0.08526	11132	0.05576	4653	0.08889	6626	0.07788	7491	0.06571
chr4	107000000	108000000	0.7815	6215	0.11645	11505	0.08322	5400	0.12685	6683	0.09996	8059	0.09210
chr4	108000000	109000000	0.9640	6453	0.11933	11842	0.08606	5727	0.09574	7262	0.09559	8434	0.08690
chr4	109000000	110000000	1.1427	6776	0.09951	11865	0.08502	6098	0.13212	7328	0.11358	8823	0.08435
chr4	110000000	111000000	1.0853	6801	0.11687	12340	0.08856	6440	0.13684	7796	0.11447	8875	0.09480
chr4	111000000	112000000	1.0924	6331	0.11452	11722	0.08070	5871	0.12346	7280	0.09524	8432	0.09076
chr4	112000000	113000000	1.1174	6484	0.10375	11113	0.07203	5760	0.11979	7006	0.09653	7876	0.09044
chr4	113000000	114000000	1.1161	6934	0.11259	12028	0.08375	5962	0.14057	7389	0.10531	8663	0.09645
chr4	114000000	115000000	0.8967	7141	0.12019	12612	0.09512	5931	0.14448	7488	0.12322	9302	0.09660
chr4	115000000	116000000	0.5402	7546	0.12937	13473	0.09272	6378	0.15294	8178	0.12063	10364	0.09496
chr4	116000000	117000000	0.4500	7303	0.11533	13752	0.08662	6289	0.11786	8162	0.10656	10270	0.09150
chr4	117000000	118000000	0.5054	7316	0.12711	13150	0.08572	6169	0.14107	7714	0.11530	9560	0.09258
chr4	118000000	119000000	0.4875	6656	0.11659	12099	0.07168	6141	0.11334	7411	0.09286	8490	0.08224
chr4	119000000	120000000	0.4806	7657	0.14708	13117	0.10247	6706	0.16881	8060	0.13088	9820	0.11606
chr4	120000000	121000000	0.7210	7555	0.12255	12911	0.07816	6446	0.11900	8043	0.09816	9382	0.09608
chr4	121000000	122000000	0.7273	7442	0.12950	12371	0.08771	6273	0.13188	8154	0.11164	9026	0.10426
chr4	122000000	123000000	0.7749	6468	0.08506	11135	0.07435	5221	0.09141	6580	0.08894	8136	0.07211
chr4	123000000	124000000	0.5935	6856	0.10837	12327	0.08138	5711	0.12233	7585	0.10566	9284	0.08362
chr4	124000000	125000000	0.7570	7071	0.10876	12475	0.07737	6167	0.13072	7861	0.09415	9138	0.08848
chr4	125000000	126000000	0.7668	7054	0.10933	12254	0.08106	6204	0.13330	7314	0.11429	8945	0.09648
chr4	126000000	127000000	0.6028	7866	0.12457	12669	0.08517	6837	0.15172	8240	0.12129	9504	0.10718
chr4	127000000	128000000	0.6419	6208	0.07308	10172	0.06554	5009	0.11587	6428	0.06340	8108	0.06775
chr4	128000000	129000000	0.5519	6429	0.09141	10890	0.07135	5870	0.12350	7184	0.08612	8369	0.08287
chr4	129000000	130000000	0.8635	7436	0.11075	12952	0.08193	7092	0.13914	8068	0.11207	9910	0.09777
chr4	130000000	131000000	0.6092	8033	0.11633	13540	0.09005	7297	0.14365	8603	0.11569	10397	0.10921
chr4	131000000	132000000	0.6089	7314	0.10825	12965	0.07273	6954	0.10796	8418	0.09554	9505	0.07803
chr4	132000000	133000000	0.4406	7453	0.14823	13356	0.10220	6978	0.16189	8486	0.13937	9861	0.12132
chr4	133000000	134000000	0.5726	6743	0.11618	11955	0.07746	5894	0.11728	7371	0.11050	8862	0.09548
chr4	134000000	135000000	0.5999	7013	0.12526	12891	0.08089	6188	0.06014	7306	0.11992	9330	0.09363
chr4	135000000	136000000	0.7878	7291	0.11913	13335	0.07957	6357	0.13051	7655	0.11446	9842	0.09303
chr4	136000000	137000000	0.9153	6549	0.12626	12539	0.08036	6290	0.12144	7188	0.11946	9298	0.08845
chr4	137000000	138000000	1.3041	7909	0.13421	13523	0.08548	7196	0.13557	8728	0.12875	9416	0.11604
chr4	138000000	139000000	1.3646	6940	0.12918	12582	0.08857	6251	0.12098	7751	0.11687	9104	0.10036
chr4	139000000	140000000	1.5458	6069	0.11208	11429	0.07563	5641	0.10793	6884	0.09744	8166	0.07891
chr4	140000000	141000000	1.3170	5995	0.10679	11868	0.07661	5721	0.11149	6970	0.10391	8051	0.08974
chr4	141000000	142000000	1.0883	6469	0.11948	12981	0.08128	5597	0.12450	6896	0.11295	8908	0.09451
chr4	142000000	143000000	0.6869	6935	0.09485	12196	0.08876	6010	0.10183	6847	0.10331	8905	0.07682
chr4	143000000	144000000	0.5209	7810	0.12984	14011	0.09611	6551	0.10818	7815	0.13481	10009	0.11117
chr4	144000000	145000000	0.8361	6679	0.09034	12548	0.06480	5441	0.11319	6555	0.09129	8286	0.07971
chr4	145000000	146000000	0.9016	6209	0.08549	11349	0.06901	5229	0.09514	6296	0.09374	7554	0.07580
chr4	146000000	147000000	0.9290	6455	0.08733	11404	0.07090	5771	0.09214	6720	0.08199	8230	0.07308
chr4	147000000	148000000	0.7567	6183	0.08078	11582	0.08203	5708	0.11989	6839	0.10101	8160	0.07341
chr4	148000000	149000000	0.7582	6476	0.11729	11261	0.07868	5764	0.10488	7182	0.09833	8004	0.09044
chr4	149000000	150000000	0.6331	6600	0.08455	10663	0.07240	5688	0.10235	7712	0.06884	7973	0.07250
chr4	150000000	151000000	0.4051	5944	0.08417	10001	0.07514	5172	0.10433	6650	0.08164	7401	0.07290
chr4	151000000	152000000	0.6982	6523	0.10550	10869	0.08246	5407	0.11963	6518	0.11192	7780	0.09253
chr4	152000000	153000000	1.2436	6579	0.07998	10894	0.06642	5649	0.07862	6826	0.07646	7824	0.07119
chr4	153000000	154000000	1.5476	7629	0.11860	12696	0.08720	6275	0.12676	7864	0.11321	9188	0.09920
chr4	154000000	155000000	1.6045	6799	0.11569	11967	0.08847	5598	0.13065	6867	0.12032	8327	0.09920
chr4	155000000	156000000	1.2869	7570	0.11454	12929	0.08911	6285	0.11432	7635	0.11882	9428	0.09394
chr4	156000000	157000000	1.1449	7881	0.11471	13610	0.07983	6651	0.13640	7797	0.12462	9630	0.09778
chr4	157000000	158000000	0.7605	7362	0.10696	12354	0.08256	6676	0.08248	7942	0.09283	8581	0.08217
chr4	158000000	159000000	0.6577	5841	0.10850	11283	0.08438	5339	0.06311	6344	0.11061	7986	0.08720
chr4	159000000	160000000	0.6066	7432	0.09774	13321	0.08661	5986	0.09711	7239	0.09731	9586	0.07209
chr4	160000000	161000000	0.7335	8281	0.12720	13969	0.08697	7300	0.13108	8210	0.11685	10153	0.10112
chr4	161000000	162000000	0.8270	8626	0.13497	14430	0.08526	7725	0.14371	8904	0.13060	10767	0.10796
chr4	162000000	163000000	0.9931	7956	0.12464	14348	0.08856	7770	0.12198	8871	0.11799	10303	0.09371
chr4	163000000	164000000	1.1276	6577	0.10589	12580	0.07614	6306	0.11238	7631	0.09815	8896	0.08052
chr4	164000000	165000000	1.1806	8794	0.12446	15236	0.09867	8113	0.14475	9229	0.12392	11130	0.10769
chr4	165000000	166000000	1.2395	7860	0.10736	13367	0.09265	7008	0.12684	7991	0.11308	10215	0.08288
chr4	166000000	167000000	1.0683	7650	0.11202	13608	0.09892	7321	0.15009	8738	0.10901	10355	0.09357
chr4	167000000	168000000	1.1453	7938	0.09555	12679	0.08387	6554	0.08470	8455	0.08433	9497	0.08076
chr4	168000000	169000000	1.1376	6982	0.11844	11748	0.08866	6037	0.11319	7333	0.10862	8825	0.09914
chr4	169000000	170000000	1.0429	6685	0.09841	11461	0.08405	5782	0.08284	6936	0.10071	8633	0.07120
chr4	170000000	171000000	0.9210	8177	0.09614	13772	0.08689	6881	0.08956	8429	0.09580	10581	0.09188
chr4	171000000	172000000	0.7069	7818	0.07965	13242	0.08726	6771	0.08707	8017	0.08613	10070	0.06711
chr4	172000000	173000000	0.9664	6127	0.11069	11872	0.08046	5866	0.09597	6833	0.09302	8716	0.08040
chr4	173000000	174000000	1.1061	6612	0.10447	12107	0.08121	5969	0.09911	7258	0.10123	8784	0.08136
chr4	174000000	175000000	1.2831	7491	0.13493	12897	0.09082	6479	0.13739	7618	0.13347	9669	0.10630
chr4	175000000	176000000	1.3370	7795	0.06875	12827	0.07614	5721	0.09399	7503	0.07581	9585	0.05870
chr4	176000000	177000000	1.5343	8286	0.11956	13345	0.09791	6699	0.13705	8296	0.12477	10100	0.10345
chr4	177000000	178000000	1.5509	7042	0.12330	12751	0.08933	6829	0.14293	8229	0.11493	9457	0.10331
chr4	178000000	179000000	1.6340	8450	0.11815	15494	0.08986	8276	0.12345	9740	0.10569	11584	0.08921
chr4	179000000	180000000	1.6865	9461	0.12420	14947	0.09917	7863	0.15659	10050	0.13321	11393	0.11621
chr4	180000000	181000000	1.8833	8512	0.12113	13728	0.08819	6865	0.12261	8674	0.11304	10359	0.09945
chr4	181000000	182000000	2.4260	9417	0.11716	15343	0.08376	7702	0.13600	9660	0.11886	11670	0.09407
chr4	182000000	183000000	2.7069	8575	0.11557	14170	0.08191	7201	0.11621	8750	0.10845	10408	0.09516
chr4	183000000	184000000	3.3167	8518	0.11612	14736	0.08686	7695	0.12724	9038	0.11187	10485	0.09897
chr4	184000000	185000000	3.3582	9002	0.12536	15013	0.09477	7311	0.11981	9222	0.12131	10989	0.10509
chr4	185000000	186000000	3.1875	8687	0.12256	14097	0.09517	7114	0.13793	8693	0.12797	10356	0.10611
chr4	186000000	187000000	2.7090	9182	0.12076	14874	0.09340	7680	0.13522	8892	0.12233	11240	0.10373
chr4	187000000	188000000	2.3886	8422	0.10712	13971	0.08807	7171	0.12205	8276	0.11524	10038	0.09547
chr4	188000000	189000000	2.1925	11811	0.14054	18112	0.10050	10438	0.13263	11977	0.14180	13785	0.12294
chr4	189000000	190000000	2.1322	9876	0.12235	15871	0.10350	8556	0.12082	10573	0.11639	12224	0.10094
chr4	190000000	191000000	2.1322	1527	0.05652	2499	0.04880	1449	0.05938	1679	0.05633	1840	0.04640
chr5	0	1000000	1.9454	11160	0.08831	18746	0.07999	10214	0.08050	11563	0.07957	13603	0.08362
chr5	1000000	2000000	2.9357	11361	0.10411	18457	0.07951	10054	0.10502	12111	0.09755	13813	0.08713
chr5	2000000	3000000	3.3512	10031	0.12871	17097	0.09551	9113	0.15802	10961	0.12401	12472	0.11015
chr5	3000000	4000000	3.5091	10040	0.12996	16968	0.10076	8564	0.13741	10351	0.12739	12670	0.10358
chr5	4000000	5000000	3.2421	7466	0.10197	14340	0.08733	6945	0.09600	8426	0.10385	10234	0.08385
chr5	5000000	6000000	2.7522	8958	0.12217	15456	0.09594	7754	0.13324	9624	0.11210	11290	0.10066
chr5	6000000	7000000	2.2378	7905	0.13271	13959	0.09182	7371	0.12954	8849	0.11989	10262	0.10466
chr5	7000000	8000000	1.6538	7801	0.12801	13878	0.08548	6465	0.13006	8209	0.11486	10327	0.09923
chr5	8000000	9000000	1.9984	9010	0.14691	15116	0.10762	7786	0.15219	9754	0.13688	11967	0.11340
chr5	9000000	10000000	2.6293	7577	0.11277	13579	0.08248	7003	0.12733	8182	0.11307	9863	0.09528
chr5	10000000	11000000	2.5810	7964	0.11761	13627	0.09279	6860	0.11796	8263	0.12204	10240	0.09980
chr5	11000000	12000000	1.7414	7166	0.08966	12961	0.08224	6374	0.10360	7479	0.08994	9835	0.07273
chr5	12000000	13000000	1.0135	6938	0.09739	12260	0.07782	5869	0.13071	7239	0.10557	9484	0.08006
chr5	13000000	14000000	1.1025	7698	0.13335	13625	0.09556	6975	0.14333	8255	0.12945	10227	0.10610
chr5	14000000	15000000	1.1611	6604	0.10842	12675	0.07964	5863	0.10759	7410	0.09709	9181	0.08339
chr5	15000000	16000000	1.5054	6352	0.08415	12515	0.06866	5468	0.08533	6842	0.07400	8933	0.05960
chr5	16000000	17000000	1.3532	7721	0.11276	13821	0.09067	6211	0.13150	7970	0.11392	10132	0.09021
chr5	17000000	18000000	1.6398	7185	0.09827	12575	0.07963	6307	0.11576	7473	0.09999	9466	0.07880
chr5	18000000	19000000	1.0980	7702	0.12589	13483	0.09234	7072	0.14542	8148	0.12857	10246	0.10512
chr5	19000000	20000000	0.7998	7565	0.11115	12756	0.08997	6145	0.12415	7825	0.10935	9859	0.09049
chr5	20000000	21000000	0.4886	7450	0.10342	12817	0.08663	6300	0.13173	8129	0.10000	9639	0.08744
chr5	21000000	22000000	0.4984	6856	0.08746	12560	0.07908	6384	0.10009	7468	0.08612	9395	0.06744
chr5	22000000	23000000	0.6648	6728	0.11384	12639	0.07335	6268	0.12177	7372	0.10997	9203	0.08460
chr5	23000000	24000000	0.9820	7725	0.10704	14241	0.08897	7048	0.13728	8464	0.11804	10598	0.09214
chr5	24000000	25000000	0.9668	7404	0.10658	13628	0.08147	6364	0.13783	7851	0.11515	9940	0.08609
chr5	25000000	26000000	0.8777	7226	0.12984	13825	0.08224	6673	0.12187	8131	0.11969	9824	0.09942
chr5	26000000	27000000	0.7115	7800	0.10891	14821	0.08454	7476	0.10616	8976	0.11145	10436	0.08865
chr5	27000000	28000000	0.6972	6394	0.12572	13660	0.07860	5797	0.10015	7228	0.10708	9566	0.08347
chr5	28000000	29000000	0.6613	6727	0.11387	13354	0.07937	6503	0.11956	7721	0.11095	9533	0.09271
chr5	29000000	30000000	0.5983	9285	0.13821	15839	0.10400	8530	0.13046	10232	0.13212	12017	0.11427
chr5	30000000	31000000	1.6884	7744	0.11067	13393	0.08999	7131	0.10687	8472	0.10299	10028	0.09932
chr5	31000000	32000000	1.9329	7543	0.13246	13310	0.09080	6781	0.13821	8161	0.12313	9776	0.10675
chr5	32000000	33000000	2.2785	7468	0.10129	13656	0.07712	6217	0.11497	7724	0.09694	9855	0.08283
chr5	33000000	34000000	1.5290	6651	0.13687	13752	0.09495	6471	0.14448	7661	0.13653	9701	0.10466
chr5	34000000	35000000	1.2787	7098	0.13529	13018	0.10360	6805	0.13506	8024	0.11930	9840	0.10389
chr5	35000000	36000000	1.0928	7146	0.10783	13273	0.08582	6618	0.12264	7704	0.11193	9463	0.09282
chr5	36000000	37000000	0.8564	6490	0.10619	11731	0.08124	5445	0.13673	6655	0.11013	8820	0.08773
chr5	37000000	38000000	1.3296	6537	0.09411	11501	0.07675	5313	0.10739	6745	0.09552	8630	0.07840
chr5	38000000	39000000	1.1834	6602	0.10509	13169	0.08142	6556	0.10354	7733	0.09125	9655	0.07388
chr5	39000000	40000000	1.0737	7490	0.10702	13533	0.08076	6300	0.13791	8283	0.10671	10119	0.08976
chr5	40000000	41000000	0.5007	7364	0.13723	13538	0.08246	6782	0.13941	8246	0.12271	10196	0.10480
chr5	41000000	42000000	0.3700	6937	0.09874	12942	0.07913	5945	0.08664	7555	0.09271	9379	0.07966
chr5	42000000	43000000	0.3081	6902	0.10618	13627	0.07311	6028	0.08987	7672	0.08916	9665	0.08696
chr5	43000000	44000000	0.2670	7513	0.07514	13670	0.05762	6151	0.08733	8437	0.07055	9515	0.06067
chr5	44000000	45000000	0.2057	6502	0.09559	11999	0.07027	5797	0.11059	7316	0.08341	8332	0.08652
chr5	45000000	46000000	0.1258	6391	0.05870	13751	0.04239	6498	0.06261	7272	0.05519	8973	0.04818
chr5	46000000	47000000	0.0283	6381	0.09750	12633	0.06068	6359	0.10103	7256	0.08794	8413	0.07485
chr5	47000000	48000000	0.0022	2150	0.03235	3668	0.02765	2095	0.03019	2264	0.03404	2495	0.02675
chr5	49000000	50000000	0.0624	9104	0.01801	13020	0.01611	7702	0.01833	9492	0.01721	9471	0.01578
chr5	50000000	51000000	0.1611	10393	0.08033	18463	0.05813	9555	0.08244	10974	0.07794	12783	0.06608
chr5	51000000	52000000	0.4633	6841	0.09207	12776	0.06720	5725	0.08761	7362	0.08420	9620	0.06489
chr5	52000000	53000000	0.5647	7695	0.11946	13201	0.08616	6848	0.13745	8449	0.11659	9971	0.09839
chr5	53000000	54000000	0.9436	6877	0.13520	12619	0.07575	6759	0.13160	8089	0.11885	8982	0.10433
chr5	54000000	55000000	0.7460	7883	0.13344	13173	0.09795	6389	0.14335	8297	0.13285	9731	0.10960
chr5	55000000	56000000	1.1373	6856	0.09397	12361	0.08628	5573	0.14395	6945	0.09345	8385	0.08770
chr5	56000000	57000000	1.0326	7612	0.10701	13173	0.08877	6138	0.13928	8006	0.10950	9416	0.09159
chr5	57000000	58000000	1.1989	6740	0.11606	12811	0.07255	6362	0.10886	8185	0.09772	9000	0.09041
chr5	58000000	59000000	0.8745	7475	0.12975	13290	0.08043	6514	0.13228	8126	0.11651	9440	0.10376
chr5	59000000	60000000	0.6095	6276	0.12076	11440	0.08342	5764	0.10737	7054	0.10646	8119	0.09425
chr5	60000000	61000000	0.6546	5788	0.10623	11029	0.07385	5423	0.08931	6753	0.10079	7864	0.07938
chr5	61000000	62000000	0.5545	5904	0.09869	10773	0.06903	4950	0.09111	6715	0.09177	7505	0.07739
chr5	62000000	63000000	0.5974	6388	0.11700	11943	0.07562	5695	0.13481	7275	0.09768	8561	0.08829
chr5	63000000	64000000	0.4118	7226	0.12376	12755	0.07900	5911	0.11292	7620	0.10654	9108	0.09631
chr5	64000000	65000000	0.4427	6031	0.10662	11620	0.07294	5347	0.09874	6613	0.09659	7882	0.08355
chr5	65000000	66000000	0.7888	6153	0.12468	11446	0.08542	5570	0.12625	6655	0.11184	8213	0.09405
chr5	66000000	67000000	0.9960	7097	0.10280	12813	0.08159	5708	0.12737	7369	0.11155	9431	0.08543
chr5	67000000	68000000	1.3176	7110	0.10869	12490	0.08520	6266	0.10879	7714	0.10500	9109	0.09128
chr5	68000000	69000000	0.9119	6600	0.10204	12341	0.07564	5295	0.11525	6895	0.09677	8677	0.08099
chr5	69000000	70000000	0.5807	4068	0.11114	6874	0.08078	3248	0.13233	4064	0.11012	4952	0.09822
chr5	70000000	71000000	0.5022	881	0.03557	1764	0.04056	753	0.03011	977	0.02773	1142	0.03260
chr5	71000000	72000000	0.6000	5186	0.10772	9252	0.08112	4371	0.12405	5372	0.10928	6541	0.09013
chr5	72000000	73000000	1.2610	5611	0.10296	11097	0.07456	4957	0.11647	6291	0.10436	7592	0.07893
chr5	73000000	74000000	1.8372	6461	0.12506	12236	0.09259	5776	0.13771	7201	0.10875	9142	0.09050
chr5	74000000	75000000	1.7838	7107	0.11776	12705	0.08780	6302	0.12838	7632	0.11219	9260	0.10083
chr5	75000000	76000000	1.8873	7387	0.09684	12898	0.08195	6744	0.11433	8287	0.09537	9779	0.08044
chr5	76000000	77000000	1.4595	7581	0.12847	13340	0.09478	6561	0.13306	8059	0.11946	9771	0.10720
chr5	77000000	78000000	1.7984	6929	0.12916	12327	0.08522	5858	0.14617	7344	0.12664	8679	0.10678
chr5	78000000	79000000	1.4567	6551	0.12738	12622	0.08122	5982	0.12254	6979	0.12018	8695	0.10150
chr5	79000000	80000000	1.1862	6538	0.10968	11808	0.08335	5910	0.13434	6889	0.11308	8307	0.09237
chr5	80000000	81000000	1.1014	7677	0.11935	13196	0.08653	6304	0.11067	7811	0.12113	9434	0.09751
chr5	81000000	82000000	1.1014	6818	0.10146	11639	0.07498	5500	0.08836	6696	0.10188	8422	0.08487
chr5	82000000	83000000	1.1268	6976	0.10391	11850	0.07688	5930	0.10518	7173	0.10158	8636	0.08629
